,updates_0, updates_1,updates_2,updates_3,updates_4,updates_5,updates_6,updates_7,updates_8,updates_9
collected_evals,0,0.381682425737381,0.9888743162155151,1.14299738407135,1.2378567457199097,1.149768352508545,1.313340663909912,1.32465660572052,1.3893264532089233,1.5638071298599243
