,episode1,episode60,episode120,episode180,episode240,episode300,episode360,episode420,episode480,episode540,episode600,episode660,episode720,episode780,episode840,episode900,episode960,episode1020,episode1080,episode1140,episode1200
average,6089515.115405542,5877005.852857124,5688761.783236959,4853756.387577541,4852798.136313208,2894584.104356583,3002470.190196375,1211853.936237,1163850.9508899169,64143.893637625,63596.35531958333,37006.80365270833,35653.79916079167,39702.21935175,44547.576790541665,41220.11098383333,35661.67609679166,39909.910021958334,47407.4878945,44456.70138679166,41370.959240833334
